orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,orgunitlevel6,organisationunitid,organisationunitname,organisationunitcode,periodid,periodname,periodcode,NUT_10-19 Screened for Nutrition - Normal,NUT_10-19 Screened for Nutrition - Underweight,NUT_10-19 Screened for Nutrition-Obese,NUT_10-19 Screened for Nutrition-Overweight,NUT_10-19 Screened for Nutrition-Very Obese,NUT_Children 24 - 59 Months Dewormed,NUT_Children 6-59 Months Received Vitamin A by Dose,NUT_Children 6-59 Months received Vitamin A by Age,NUT_Children < 5 years Screened for Acute Malnutrition,NUT_Children <2 Years Weighted during GMP Session,NUT_Children <5 Years Screened with MAM,NUT_Children <5 Years Screened with SAM,NUT_Children Exit MAM Treatment,NUT_Children Exit SAM Treatment (OTP),NUT_Children With MAM Admitted to OTP,NUT_Children With SAM Admitted To OTP,NUT_Children with SAM Admitted to SC,NUT_Live Births Weighed,NUT_MAM at Beginning of the Month,"NUT_Modere Malnutrition, By Age (Between -2 And -3)",NUT_NUT_SC_Children Defaulted,NUT_Newborns < 2500 gm,NUT_PLW Screened for Acute Malnutrition By MUAC Status,NUT_PLW screened for acute malnutrition By status,NUT_Pregnant Women De-Wormed,NUT_Pregnant Women Received IFA - 90+,NUT_SAM at Beginning SC of The Month,NUT_SAM at Beginning of the Month,NUT_SC_Children Cured,NUT_SC_Children Died,NUT_SC_Children Exit SAM Treatment (SC),NUT_SC_Children Non-Respondent,NUT_SC_Children Stabilized,NUT_SC_Children Transferred Out,"NUT_Severe Malnutrition, By Age (Z-Score Below (-3)",Latitude,Longitude,eth_year,eth_month,greg_date,greg_year,greg_month,greg_day,greg_month_name,period_start_gc,period_end_gc,period_ec,period_gc
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201105,Tir 2011,201105,,,,,,0,0,0,,0,,,,,,,,21,,0,,0,0,,0,0,,,,,,,,,0,6.3126358,42.6483043,2011,5,1/9/2019,2019,1,9,January,1/9/2019,1/31/2019,2011-05,2019-01
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201106,Yekatit 2011,201106,,,,,,0,0,0,,0,,,,,,,,0,,0,,0,46,,0,0,,,,,,,,,0,6.3126358,42.6483043,2011,6,2/8/2019,2019,2,8,February,2/8/2019,2/28/2019,2011-06,2019-02
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201107,Megabit 2011,201107,,,,,,0,0,0,,0,,,,,,,,17,,0,,0,0,,0,0,,,,,,,,,0,6.3126358,42.6483043,2011,7,3/10/2019,2019,3,10,March,3/10/2019,3/31/2019,2011-07,2019-03
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201108,Miazia 2011,201108,,,,,,0,0,0,,0,,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,0,6.3126358,42.6483043,2011,8,4/9/2019,2019,4,9,April,4/9/2019,4/30/2019,2011-08,2019-04
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201109,Ginbot 2011,201109,,,,,,0,0,0,,0,,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,0,6.3126358,42.6483043,2011,9,5/9/2019,2019,5,9,May,5/9/2019,5/31/2019,2011-09,2019-05
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201110,Sene 2011,201110,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,6.3126358,42.6483043,2011,10,6/8/2019,2019,6,8,June,6/8/2019,6/30/2019,2011-10,2019-06
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201111,Hamle 2011,201111,,,,,,0,0,0,,0,,,,,,,,0,,0,,0,41,,0,0,,,,,,,,,0,6.3126358,42.6483043,2011,11,7/8/2019,2019,7,8,July,7/8/2019,7/31/2019,2011-11,2019-07
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201112,Nehase 2011,201112,,,,,,0,0,0,,0,,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,0,6.3126358,42.6483043,2011,12,8/7/2019,2019,8,7,August,8/7/2019,8/31/2019,2011-12,2019-08
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201201,Meskerem 2012,201201,,,,,,0,0,0,,0,,,,,,,,10,,0,,0,0,,0,0,,,,,,,,,0,6.3126358,42.6483043,2012,1,9/12/2019,2019,9,12,September,9/12/2019,9/30/2019,2012-01,2019-09
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201202,Tikemet 2012,201202,,,,,,0,0,0,,0,,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,0,6.3126358,42.6483043,2012,2,10/12/2019,2019,10,12,October,10/12/2019,10/31/2019,2012-02,2019-10
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201203,Hidar 2012,201203,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,6.3126358,42.6483043,2012,3,11/11/2019,2019,11,11,November,11/11/2019,11/30/2019,2012-03,2019-11
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201204,Tahesas 2012,201204,,,,,,199,199,199,,0,,,,,,,,0,,0,,0,46,,0,46,,,,,,,,,0,6.3126358,42.6483043,2012,4,12/11/2019,2019,12,11,December,12/11/2019,12/31/2019,2012-04,2019-12
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201205,Tir 2012,201205,,,,,,0,0,0,,0,,,,,,,,17,,0,,0,0,,0,0,,,,,,,,,0,6.3126358,42.6483043,2012,5,1/10/2020,2020,1,10,January,1/10/2020,1/31/2020,2012-05,2020-01
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201206,Yekatit 2012,201206,,,,,,0,0,0,,0,,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,0,6.3126358,42.6483043,2012,6,2/9/2020,2020,2,9,February,2/9/2020,2/29/2020,2012-06,2020-02
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201207,Megabit 2012,201207,,,,,,0,0,0,,0,,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,0,6.3126358,42.6483043,2012,7,3/10/2020,2020,3,10,March,3/10/2020,3/31/2020,2012-07,2020-03
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201208,Miazia 2012,201208,,,,,,0,0,0,,0,,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,0,6.3126358,42.6483043,2012,8,4/9/2020,2020,4,9,April,4/9/2020,4/30/2020,2012-08,2020-04
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201209,Ginbot 2012,201209,,,,,,0,0,0,,0,,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,0,6.3126358,42.6483043,2012,9,5/9/2020,2020,5,9,May,5/9/2020,5/31/2020,2012-09,2020-05
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201210,Sene 2012,201210,,,,,,0,0,0,,0,,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,0,6.3126358,42.6483043,2012,10,6/8/2020,2020,6,8,June,6/8/2020,6/30/2020,2012-10,2020-06
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201211,Hamle 2012,201211,,,,,,0,0,0,,0,,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,0,6.3126358,42.6483043,2012,11,7/8/2020,2020,7,8,July,7/8/2020,7/31/2020,2012-11,2020-07
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201212,Nehase 2012,201212,,,,,,0,0,0,,0,,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,0,6.3126358,42.6483043,2012,12,8/7/2020,2020,8,7,August,8/7/2020,8/31/2020,2012-12,2020-08
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201301,Meskerem 2013,201301,,,,,,0,0,0,,0,,,,,,,,22,,0,,0,47,,0,0,,,,,,,,,0,6.3126358,42.6483043,2013,1,9/11/2020,2020,9,11,September,9/11/2020,9/30/2020,2013-01,2020-09
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201302,Tikemet 2013,201302,,,,,,0,0,0,,0,,,,,,,,0,,0,,0,980,,0,0,,,,,,,,,0,6.3126358,42.6483043,2013,2,10/11/2020,2020,10,11,October,10/11/2020,10/31/2020,2013-02,2020-10
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201303,Hidar 2013,201303,,,,,,348,157,157,,0,,,,,,,,0,,0,,0,1823,,6,20,,,,,,,,,0,6.3126358,42.6483043,2013,3,11/10/2020,2020,11,10,November,11/10/2020,11/30/2020,2013-03,2020-11
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201304,Tahesas 2013,201304,,,,,,50,61,61,,0,,,,,,,,0,,0,,0,1112,,8,8,,,,,,,,,0,6.3126358,42.6483043,2013,4,12/10/2020,2020,12,10,December,12/10/2020,12/31/2020,2013-04,2020-12
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201305,Tir 2013,201305,,,,,,74,121,121,,0,,,,,,,,0,,0,,0,693,,13,46,,,,,,,,,0,6.3126358,42.6483043,2013,5,1/9/2021,2021,1,9,January,1/9/2021,1/31/2021,2013-05,2021-01
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201306,Yekatit 2013,201306,,,,,,110,100,100,,0,,,,,,,,0,,0,,0,276,,0,35,,,,,,,,,0,6.3126358,42.6483043,2013,6,2/8/2021,2021,2,8,February,2/8/2021,2/28/2021,2013-06,2021-02
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201307,Megabit 2013,201307,,,,,,,,,,,,,,,,,,,,,,,276,,,,,,,,,,,,,6.3126358,42.6483043,2013,7,3/10/2021,2021,3,10,March,3/10/2021,3/31/2021,2013-07,2021-03
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201308,Miazia 2013,201308,,,,,,0,0,0,,0,,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,0,6.3126358,42.6483043,2013,8,4/9/2021,2021,4,9,April,4/9/2021,4/30/2021,2013-08,2021-04
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201309,Ginbot 2013,201309,,,,,,68,71,71,,0,,,,,,,,0,,0,,0,136,,6,16,,,,,,,,,0,6.3126358,42.6483043,2013,9,5/9/2021,2021,5,9,May,5/9/2021,5/31/2021,2013-09,2021-05
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201310,Sene 2013,201310,,,,,,155,148,134,,0,,,,,,,,0,,0,,0,182,,6,14,,,,,,,,,0,6.3126358,42.6483043,2013,10,6/8/2021,2021,6,8,June,6/8/2021,6/30/2021,2013-10,2021-06
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201311,Hamle 2013,201311,,,,,,,,,,,,,,,,,,,,,,,182,,,,,,,,,,,,,6.3126358,42.6483043,2013,11,7/8/2021,2021,7,8,July,7/8/2021,7/31/2021,2013-11,2021-07
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201312,Nehase 2013,201312,,,,,,,,,,,,,,,,,,,,,,,182,,,,,,,,,,,,,6.3126358,42.6483043,2013,12,8/7/2021,2021,8,7,August,8/7/2021,8/31/2021,2013-12,2021-08
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201401,Meskerem 2014,201401,,,,,,49,72,72,,56,,,,,,,,0,,0,,0,141,,0,13,,,,,,,,,0,6.3126358,42.6483043,2014,1,9/11/2021,2021,9,11,September,9/11/2021,9/30/2021,2014-01,2021-09
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201402,Tikemet 2014,201402,,,,,,140,169,169,,81,,,,,,,,0,,11,,0,102,,0,11,,,,,,,,,1,6.3126358,42.6483043,2014,2,10/11/2021,2021,10,11,October,10/11/2021,10/31/2021,2014-02,2021-10
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201403,Hidar 2014,201403,,,,,,229,297,297,,241,,,,,,,,28,,16,,0,216,,0,9,,,,,,,,,4,6.3126358,42.6483043,2014,3,11/10/2021,2021,11,10,November,11/10/2021,11/30/2021,2014-03,2021-11
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201404,Tahesas 2014,201404,,,,,,115,152,152,,407,,,,,,,,0,,12,,0,256,,0,27,,,,,,,,,2,6.3126358,42.6483043,2014,4,12/10/2021,2021,12,10,December,12/10/2021,12/31/2021,2014-04,2021-12
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201405,Tir 2014,201405,,,,,,0,0,0,,132,,,,,,,,32,,4,,0,126,,0,7,,,,,,,,,0,6.3126358,42.6483043,2014,5,1/9/2022,2022,1,9,January,1/9/2022,1/31/2022,2014-05,2022-01
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201406,Yekatit 2014,201406,,,,,,,,,,,,,,,,,,,,,,,126,,,,,,,,,,,,,6.3126358,42.6483043,2014,6,2/8/2022,2022,2,8,February,2/8/2022,2/28/2022,2014-06,2022-02
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201407,Megabit 2014,201407,,,,,,129,146,146,,154,,,,,,,,37,,23,,0,150,,0,7,,,,,,,,,2,6.3126358,42.6483043,2014,7,3/10/2022,2022,3,10,March,3/10/2022,3/31/2022,2014-07,2022-03
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201408,Miazia 2014,201408,,,,,,68,77,77,,0,,,,,,,,22,,0,,0,232,,0,29,,,,,,,,,0,6.3126358,42.6483043,2014,8,4/9/2022,2022,4,9,April,4/9/2022,4/30/2022,2014-08,2022-04
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201409,Ginbot 2014,201409,,,,,,205,207,207,,0,,,,,,,,0,,0,,0,201,,3,27,,,,,,,,,0,6.3126358,42.6483043,2014,9,5/9/2022,2022,5,9,May,5/9/2022,5/31/2022,2014-09,2022-05
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201410,Sene 2014,201410,,,,,,220,166,166,,0,,,,,,,,0,,0,,0,0,,0,28,,,,,,,,,0,6.3126358,42.6483043,2014,10,6/8/2022,2022,6,8,June,6/8/2022,6/30/2022,2014-10,2022-06
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201411,Hamle 2014,201411,0,0,0,0,0,56,80,80,344,0,56,46,41,18,56,32,7,0,23,0,5,0,130,130,5,23,65,56,10,0,23,6,18,0,0,6.3126358,42.6483043,2014,11,7/8/2022,2022,7,8,July,7/8/2022,7/31/2022,2014-11,2022-07
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201412,Nehase 2014,201412,0,0,0,0,0,188,124,124,194,0,64,66,21,24,27,12,23,0,35,0,10,0,150,70,10,32,58,18,19,1,20,10,22,0,0,6.3126358,42.6483043,2014,12,8/7/2022,2022,8,7,August,8/7/2022,8/31/2022,2014-12,2022-08
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201501,Meskerem 2015,201501,0,0,0,0,0,90,90,90,68,0,95,23,46,24,44,20,5,0,68,0,6,0,178,28,10,50,69,44,79,0,5,0,5,0,0,6.3126358,42.6483043,2015,1,9/11/2022,2022,9,11,September,9/11/2022,9/30/2022,2015-01,2022-09
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201502,Tikemet 2015,201502,,,,,,,,,68,,,,,,,,,,,,,,178,,,,,,,,,,,,,6.3126358,42.6483043,2015,2,10/11/2022,2022,10,11,October,10/11/2022,10/31/2022,2015-02,2022-10
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201503,Hidar 2015,201503,0,0,0,0,0,115,161,161,335,100,93,67,59,29,24,20,77,25,50,20,30,0,245,245,20,47,60,45,45,0,8,9,54,39,20,6.3126358,42.6483043,2015,3,11/10/2022,2022,11,10,November,11/10/2022,11/30/2022,2015-03,2022-11
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201504,Tahesas 2015,201504,0,0,0,0,0,500,950,950,150,0,46,46,14,0,14,0,0,0,46,0,0,0,26,26,8,27,46,0,14,0,14,0,0,0,0,6.3126358,42.6483043,2015,4,12/10/2022,2022,12,10,December,12/10/2022,12/31/2022,2015-04,2022-12
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201505,Tir 2015,201505,0,0,0,0,0,0,0,0,42,0,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,0,0,0,0,0,0,0,0,6.3126358,42.6483043,2015,5,1/9/2023,2023,1,9,January,1/9/2023,1/31/2023,2015-05,2023-01
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201506,Yekatit 2015,201506,0,0,0,0,0,30,50,50,50,0,27,17,0,10,20,0,7,0,40,0,9,0,30,30,5,50,11,55,15,10,18,0,9,10,0,6.3126358,42.6483043,2015,6,2/8/2023,2023,2,8,February,2/8/2023,2/28/2023,2015-06,2023-02
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201507,Megabit 2015,201507,0,0,0,0,0,100,70,70,120,0,40,15,0,0,10,0,25,0,20,0,0,0,60,60,8,20,25,30,0,0,0,0,5,0,0,6.3126358,42.6483043,2015,7,3/10/2023,2023,3,10,March,3/10/2023,3/31/2023,2015-07,2023-03
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201508,Miazia 2015,201508,0,0,0,0,0,15,9,9,50,0,10,6,0,0,0,0,0,0,0,0,0,0,9,9,8,16,20,0,0,0,0,0,0,0,0,6.3126358,42.6483043,2015,8,4/9/2023,2023,4,9,April,4/9/2023,4/30/2023,2015-08,2023-04
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201509,Ginbot 2015,201509,0,0,0,0,0,13,17,17,40,0,30,10,0,0,0,0,15,4,0,0,0,0,0,0,6,15,15,0,0,0,0,0,0,0,0,6.3126358,42.6483043,2015,9,5/9/2023,2023,5,9,May,5/9/2023,5/31/2023,2015-09,2023-05
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201510,Sene 2015,201510,0,0,0,0,0,9,17,17,17,0,0,0,0,0,0,0,15,4,0,0,0,0,17,17,4,14,17,24,0,0,0,0,14,0,0,6.3126358,42.6483043,2015,10,6/8/2023,2023,6,8,June,6/8/2023,6/30/2023,2015-10,2023-06
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201511,Hamle 2015,201511,0,0,0,0,0,13,17,17,32,0,9,5,0,0,0,0,15,0,0,0,0,0,0,0,1,17,16,0,0,0,0,0,0,0,0,6.3126358,42.6483043,2015,11,7/8/2023,2023,7,8,July,7/8/2023,7/31/2023,2015-11,2023-07
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201512,Nehase 2015,201512,0,0,0,0,0,50,50,50,42,0,14,8,0,5,0,0,14,0,25,0,0,0,0,0,4,7,20,26,13,0,0,0,15,0,0,6.3126358,42.6483043,2015,12,8/7/2023,2023,8,7,August,8/7/2023,8/31/2023,2015-12,2023-08
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201601,Meskerem 2016,201601,0,0,0,0,0,26,28,28,188,0,24,6,0,0,0,0,0,0,70,0,0,0,42,42,3,15,64,64,0,0,0,0,0,0,0,6.3126358,42.6483043,2016,1,9/12/2023,2023,9,12,September,9/12/2023,9/30/2023,2016-01,2023-09
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201602,Tikemet 2016,201602,0,0,0,0,0,0,0,0,34,0,5,13,0,0,0,0,3,0,0,0,0,0,17,17,0,0,8,24,0,0,0,0,0,0,0,6.3126358,42.6483043,2016,2,10/12/2023,2023,10,12,October,10/12/2023,10/31/2023,2016-02,2023-10
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201603,Hidar 2016,201603,0,0,0,0,0,176,110,110,420,0,145,70,190,75,30,70,70,0,200,0,0,0,263,263,12,34,140,80,90,0,0,0,12,0,0,6.3126358,42.6483043,2016,3,11/11/2023,2023,11,11,November,11/11/2023,11/30/2023,2016-03,2023-11
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201604,Tahesas 2016,201604,0,0,0,0,0,16,13,13,14,0,3,5,0,0,0,0,9,0,20,0,0,0,0,0,8,11,18,18,0,0,0,0,0,0,0,6.3126358,42.6483043,2016,4,12/11/2023,2023,12,11,December,12/11/2023,12/31/2023,2016-04,2023-12
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201605,Tir 2016,201605,0,0,0,0,0,59,68,68,206,0,52,17,4,0,26,0,7,0,45,0,0,0,161,161,7,29,44,34,9,0,0,0,8,0,0,6.3126358,42.6483043,2016,5,1/10/2024,2024,1,10,January,1/10/2024,1/31/2024,2016-05,2024-01
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201606,Yekatit 2016,201606,0,0,0,0,0,89,59,59,369,0,180,30,6,10,28,0,10,0,44,0,0,0,72,72,6,20,17,45,10,0,0,0,4,0,0,6.3126358,42.6483043,2016,6,2/9/2024,2024,2,9,February,2/9/2024,2/29/2024,2016-06,2024-02
